tanggal,periode,teks_bersih,sentimen,likes,retweet,username
2024-11-09 20:53:11,sesudah,swasembada pangan khawatir defisit susah tidak becus utang negara investasi basi janji manis kecewa berat buang buang uang pesimis,negatif,19,4,raka
2024-11-09 20:53:50,sesudah,damai bersatu bangga pajak doa beban fiskal pemborosan legowo,positif,7,4,raka4681
2024-11-09 21:04:06,sesudah,wibawa bangga reshuffle haru gagah kabinet gemuk bagi bagi kursi percaya apresiasi titipan partai hormat harap,positif,34,6,wahyu7385
2024-11-09 21:05:10,sesudah,selamat bangga bagi bagi kursi kursi kekuasaan kerja nyata susah amanah dukung,positif,23,6,okinesia7502
2024-11-09 21:08:48,sesudah,lancar harap program unggulan layanan kesehatan patut ditiru mantap janji kampanye apresiasi megah pendidikan gratis,positif,15,6,bayu246085
2024-11-09 21:14:41,sesudah,asal bapak senang anggaran korupsi subsidi ragu investasi,negatif,9,4,indranesia6688
2024-11-09 21:17:02,sesudah,rangkaian pendahulu menurut dilantik disiarkan data susunan acara estafet kepemimpinan pamit,netral,3,0,andi19908785
2024-11-09 21:25:10,sesudah,rakyat susah pesimis pencitraan titipan partai muak buang buang uang wakil menteri asal bapak senang postur kabinet,negatif,5,0,dimas_jkt577
2024-11-09 21:25:39,sesudah,janji manis asal bapak senang protes mahal pencitraan rakyat susah swasembada pangan gagal realisasi program bohong,negatif,411,107,redaksiindo
2024-11-09 21:25:52,sesudah,kecewa jatah partai elit omong kosong reshuffle tidak becus titipan partai kecewa berat susah,negatif,49,19,andi773878
2024-11-09 21:35:02,sesudah,ragu khawatir sindir elit utang negara subsidi harga pangan basi kecewa buang buang uang efisiensi anggaran,negatif,7,2,laras9738
2024-11-09 21:36:06,sesudah,damai berani dinasti politik dukung menurut bangga mahkamah konstitusi lancar warisan batas usia optimis,positif,87,18,budiwati3159
2024-11-09 21:39:06,sesudah,rakyat susah investasi bohong omong kosong utang negara sindir tolak protes pencitraan gagal rakyat sejahtera utusan khusus efisiensi anggaran,negatif,107,35,kabarterkini
2024-11-09 21:44:47,sesudah,daya beli pencitraan mahal pesimis elit utang negara rakyat susah beban fiskal protes muak asal bapak senang,negatif,35,6,laras776327
2024-11-09 21:45:56,sesudah,kedaulatan energi tidak becus pendidikan gratis janji manis janji kampanye swasembada pangan tolak gagal,negatif,3,2,dewi889653
2024-11-09 21:47:07,sesudah,mengheningkan cipta damai solid semangat sumpah jabatan iring iringan patut ditiru,positif,4,0,vina8796
2024-11-09 21:47:44,sesudah,koalisi amanah kursi kekuasaan tegas percaya bersatu optimis mantap harap,positif,11,4,ayu882768
2024-11-09 21:48:47,sesudah,program unggulan swasembada pangan gagal sindir bohong kedaulatan energi pesimis seratus hari muak kritik,negatif,9,6,fitri19905643
2024-11-09 21:58:04,sesudah,selamat bersatu panitia hormat lancar rute,positif,50,7,maya19909303
2024-11-09 21:59:40,sesudah,protes bohong rupiah biaya negara gagal efisiensi anggaran muak buang buang uang tidak becus sindir,negatif,18,9,yudaputra7834
2024-11-09 22:03:04,sesudah,buang buang uang ragu pemborosan subsidi kecewa berat rupiah,negatif,57,16,umar6268
2024-11-09 22:04:02,sesudah,menurut investasi siaran langsung keterangan pajak tercatat efisiensi anggaran hadir disiarkan dokumentasi,netral,1,2,sintaxyz5325
2024-11-09 22:13:23,sesudah,apresiasi sejarah baru beban fiskal dukung ragu lancar defisit bersatu solid doa,positif,5,3,gilang1990
2024-11-09 22:21:46,sesudah,dijadwalkan demokrasi susunan acara tercatat masa jabatan konferensi pers kemunduran demokrasi mahkamah konstitusi cawe cawe keterangan,netral,1,0,jokoputra
2024-11-09 22:30:42,sesudah,semangat berani apresiasi daya beli putusan indonesia emas oligarki,positif,12,3,budi884513
2024-11-09 22:36:14,sesudah,titipan partai reshuffle kritik bohong muak kecewa berat susunan menteri susah kecewa koalisi,negatif,13,5,dimas_real9273
2024-11-09 22:56:28,sesudah,pajak lancar beban fiskal amanah pemborosan sukses damai harga pangan,positif,5,3,nanda_rl
2024-11-09 23:02:34,sesudah,hadir anggaran beban fiskal menurut resmi daya beli masa jabatan tercatat keterangan,netral,79,14,posid
2024-11-09 23:18:59,sesudah,hadir rangkaian titipan partai wakil menteri dilantik tercatat susunan menteri,netral,2,2,okiwati4260
2024-11-09 23:23:24,sesudah,pesimis solo kecewa berat selamat pendahulu susah,negatif,6,2,nanda_rl
2024-11-09 23:54:09,sesudah,kecewa berat susunan menteri diplomatik data menteri susunan acara laporan koalisi,netral,85,12,tono19909071
2024-11-09 23:57:12,sesudah,dokumentasi konferensi pers reshuffle disiarkan kursi kekuasaan menurut susunan acara,netral,20,4,dimas_real9273
2024-11-10 00:26:47,sesudah,layanan kesehatan salut sukses bilateral percaya bersatu diplomatik optimis haru,positif,7,4,rizky1066
2024-11-10 00:43:15,sesudah,pemborosan anggaran investasi dilantik agenda susunan acara pajak data hadir laporan,netral,4,1,maya_id669
2024-11-10 00:48:23,sesudah,kecewa berat pencitraan seratus hari janji kampanye layanan kesehatan rakyat susah omong kosong kedaulatan energi,negatif,32,7,raka775809
2024-11-10 00:48:38,sesudah,pajak muak kecewa berat sindir rupiah susah,negatif,16,6,joko9176
2024-11-10 00:49:53,sesudah,dijadwalkan nepotisme masa jabatan mahkamah konstitusi periode menurut laporan,netral,42,12,suaranusantara
2024-11-10 01:30:15,sesudah,kecewa penyematan khawatir korupsi utang negara biaya negara kritik elit buang buang uang efisiensi anggaran ragu investasi,negatif,3,3,yuda541
2024-11-10 01:36:26,sesudah,biaya negara janji manis rupiah beban fiskal harga pangan omong kosong rakyat susah,negatif,167,41,arif_rl
2024-11-10 04:02:29,sesudah,layanan kesehatan bangga apresiasi pendidikan gratis optimis seratus hari kerja nyata makan bergizi gratis sejarah baru mantap,positif,0,0,raka_real
2024-11-10 04:08:32,sesudah,sindir tolak utang negara ragu subsidi pesimis rakyat susah,negatif,50,11,tari_id
2024-11-10 04:37:05,sesudah,defisit harga pangan basi daya beli rakyat susah buang buang uang sindir kritik utang negara protes kecewa berat omong kosong,negatif,10,5,budi_id3384
2024-11-10 05:30:59,sesudah,ragu bohong makan bergizi gratis janji manis layanan kesehatan sumpah jabatan sindir,negatif,317,53,indra884464
2024-11-10 05:40:52,sesudah,data berlangsung kirab siaran langsung tercatat utusan khusus menurut susunan acara dilantik kepala negara disiarkan,netral,16,4,bayu_ind
2024-11-10 05:42:56,sesudah,harga pangan utang negara susunan acara dijadwalkan biaya negara periode rupiah menurut agenda resmi,netral,44,6,jurnalnow
2024-11-10 05:59:20,sesudah,mantap doa khidmat gagah indonesia emas pelantikan sejarah baru megah sukses,positif,6,2,budi1990371
2024-11-10 06:01:27,sesudah,defisit boros khawatir beban fiskal elit kecewa berat pemborosan sindir asal bapak senang daya beli,negatif,55,14,warta24jam
2024-11-10 06:04:02,sesudah,bagi bagi kursi tolak dijadwalkan kecewa berat realisasi program koalisi asal bapak senang kursi kekuasaan boros,negatif,280,66,eko1990
2024-11-10 06:07:24,sesudah,elit pencitraan boros daya beli defisit ragu biaya negara bohong muak basi investasi mahal,negatif,12,4,hesti7044
2024-11-10 06:40:21,sesudah,siaran langsung keterangan biaya negara data rakyat susah subsidi dilantik defisit laporan menurut menyampaikan agenda,netral,5,3,tari247367
2024-11-10 07:13:22,sesudah,gagal pamit elit omong kosong kritik pendidikan gratis kecewa berat pencitraan warisan asal bapak senang basi,negatif,21,4,citra246172
2024-11-10 07:22:21,sesudah,boros asal bapak senang omong kosong etika politik sindir pesimis buang buang uang basi khawatir kemunduran demokrasi,negatif,7,4,indra_id2703
2024-11-10 07:24:58,sesudah,pendidikan gratis kecewa berat muak tidak becus janji kampanye janji manis kritik efisiensi anggaran,negatif,21,7,budiku
2024-11-10 07:26:10,sesudah,realisasi program mahkamah konstitusi khawatir nepotisme gagal mahal protes basi oligarki,negatif,311,92,nisawati5335
2024-11-10 07:28:31,sesudah,janji kampanye pendidikan gratis bersatu kerja nyata megah kedaulatan energi harap pamit wibawa swasembada pangan lancar dukung,positif,768,98,arif775297
2024-11-10 07:30:02,sesudah,menyampaikan harga pangan biaya negara utang negara hadir rangkaian,netral,86,25,berita24jam
2024-11-10 07:34:04,sesudah,dinasti politik berani etika politik kemunduran demokrasi patut ditiru megah demokrasi,positif,49,10,jokoxyz5816
2024-11-10 07:35:42,sesudah,amanah korupsi demokrasi dinasti politik ragu mahkamah konstitusi basi kritik rakyat susah pencitraan kecewa berat khawatir,negatif,20,3,sinta
2024-11-10 07:36:20,sesudah,sindir kecewa purna tugas bohong tidak becus sepuluh tahun kecewa berat khawatir asal bapak senang,negatif,19,4,bagasku7257
2024-11-10 07:44:04,sesudah,konferensi pers masa jabatan pajak beban fiskal hadir rupiah,netral,3,2,budi884513
2024-11-10 07:44:21,sesudah,efisiensi anggaran janji manis biaya negara boros bohong elit protes korupsi asal bapak senang senayan harga pangan anggaran,negatif,8,2,raka_real
2024-11-10 07:56:52,sesudah,buang buang uang mahal mahkamah konstitusi ragu tolak demokrasi protes batas usia cawe cawe,negatif,26,6,budi
2024-11-10 07:57:30,sesudah,khawatir tidak becus beban fiskal mahal basi omong kosong pemborosan defisit buang buang uang,negatif,35,13,tari_id731
2024-11-10 07:57:51,sesudah,layanan kesehatan kesiapan elit pendidikan gratis kecewa berat salut kecewa asal bapak senang kritik program unggulan basi,negatif,40,13,kabarterkini
2024-11-10 08:01:11,sesudah,pencitraan basi efisiensi anggaran pemborosan muak boros utang negara kecewa korupsi khawatir,negatif,10,3,lukman9977
2024-11-10 08:10:03,sesudah,dinasti politik demokrasi pesimis batas usia ragu kecewa buang buang uang etika politik,negatif,4,1,raka_id
2024-11-10 08:35:23,sesudah,tolak batas usia cawe cawe elit solo mahal rakyat susah etika politik,negatif,4,2,rizky_real3075
2024-11-10 08:43:02,sesudah,muak kecewa harga pangan optimis investasi mahal khawatir rakyat susah,negatif,221,57,jurnalupdate
2024-11-10 08:50:48,sesudah,defisit beban fiskal data anggaran rupiah keterangan laporan dokumentasi dijadwalkan,netral,42,13,kabar24jam
2024-11-10 08:51:25,sesudah,pesimis bohong penyematan buang buang uang prabowogibran,negatif,2,0,ekoputra283
2024-11-10 08:53:36,sesudah,kesiapan korupsi jadwal acara gladi bersih kritik pencitraan elit rute,negatif,50,18,fitri24
2024-11-10 08:58:32,sesudah,megah berani beban fiskal investasi apresiasi wibawa efisiensi anggaran jadwal acara harga pangan susah harap tegas,positif,7,4,nanda4852
2024-11-10 08:58:33,sesudah,data dokumentasi biaya negara tercatat investasi keterangan anggaran daya beli,netral,8,1,nanda77
2024-11-10 09:09:55,sesudah,subsidi pesimis tidak becus gagal korupsi biaya negara,negatif,134,52,suara24jam
2024-11-10 09:34:15,sesudah,janji manis kecewa koalisi kabinet gemuk kecewa berat susah kursi kekuasaan pencitraan menteri tidak becus,negatif,60,16,gilang1685
2024-11-10 09:36:39,sesudah,keterangan nepotisme laporan batas usia mahkamah konstitusi tercatat,netral,16,4,umar_ind
2024-11-10 09:50:43,sesudah,kecewa muak khawatir omong kosong asal bapak senang pemborosan tidak becus postur kabinet susunan menteri buang buang uang pencitraan,negatif,356,76,oki7916
2024-11-10 09:57:58,sesudah,salam komando korupsi bohong omong kosong kecewa berat sindir mahkamah konstitusi putusan muak cawe cawe kritik basi,negatif,111,36,redaksiid
2024-11-10 10:00:47,sesudah,dilantik berlangsung warisan periode hadir agenda laporan pamit resmi disiarkan pendahulu,netral,46,11,kabarterkini
2024-11-10 10:10:28,sesudah,pesimis muak kecewa defisit sindir gagal utang negara,negatif,5,3,dimas2866
2024-11-10 10:13:42,sesudah,asal bapak senang daya beli rupiah buang buang uang tidak becus susah gagal,negatif,4,1,dewi_rl
2024-11-10 10:13:56,sesudah,tercatat pamit harga pangan pencitraan korupsi janji manis tolak asal bapak senang investasi mahal omong kosong rakyat susah,negatif,75,23,bayu88
2024-11-10 10:17:27,sesudah,siaran langsung dokumentasi koalisi konferensi pers kabinet merah putih menteri dijadwalkan,netral,41,11,mediaindo
2024-11-10 10:19:05,sesudah,biaya negara asal bapak senang rakyat susah kritik pesimis rupiah sidang paripurna,negatif,211,31,raka_real
2024-11-10 10:45:30,sesudah,gagal korupsi bohong putusan kecewa berat khawatir demokrasi muak susah tidak becus,negatif,6,2,raka_rl8501
2024-11-10 10:50:20,sesudah,patut ditiru boros pemborosan haru pajak salam komando kerja nyata,positif,15,2,hesti241543
2024-11-10 10:53:29,sesudah,protokol bohong kerja nyata kesiapan kritik ragu senayan boros omong kosong tidak becus,negatif,17,7,bayuputra
2024-11-10 11:13:29,sesudah,basi boros oligarki janji manis kemunduran demokrasi cawe cawe batas usia persiapan bohong,negatif,956,359,jurnal24jam
2024-11-10 11:18:55,sesudah,konferensi pers dokumentasi persiapan mpr hadir dilantik rekayasa lalu lintas,netral,296,33,wartaupdate
2024-11-10 11:26:52,sesudah,harga pangan kecewa pemborosan subsidi basi kecewa berat mahal,negatif,2,2,citra_real70
2024-11-10 11:28:57,sesudah,korupsi janji manis anggaran elit utang negara beban fiskal rupiah kecewa kritik kecewa berat,negatif,7,1,tono1990
2024-11-10 11:58:07,sesudah,seratus hari dijadwalkan pendidikan gratis program unggulan susunan acara menyampaikan,netral,70,10,bayu243627
2024-11-10 12:06:26,sesudah,tolak korupsi wakil menteri kemunduran demokrasi pencitraan janji manis pesimis dinasti politik,negatif,55,12,bayu243627
2024-11-10 12:10:53,sesudah,tidak becus kecewa rakyat susah asal bapak senang cawe cawe muak seratus hari oligarki elit protes,negatif,20,4,vina_id3263
2024-11-10 12:10:53,sesudah,pemborosan defisit efisiensi anggaran pencitraan pesimis rupiah rakyat susah kritik protes,negatif,8,1,vina8796
2024-11-10 12:13:47,sesudah,efisiensi anggaran periode pajak damai utang negara optimis selamat defisit legowo,positif,26,6,dewiwati8494
2024-11-10 12:24:51,sesudah,kritik serah terima korupsi kecewa berat seratus hari makan bergizi gratis,negatif,4,1,arif_rl
2024-11-10 12:36:21,sesudah,titipan partai investasi korupsi harap defisit harga pangan pesimis rakyat susah sindir kecewa efisiensi anggaran,negatif,2,2,putrixyz2752
2024-11-10 12:40:22,sesudah,patut ditiru wibawa sepuluh tahun dukung legowo bangga estafet kepemimpinan pendahulu selamat,positif,7,4,ayuwati7723
2024-11-10 12:44:55,sesudah,lancar sepuluh tahun estafet kepemimpinan purna tugas berani wibawa,positif,57,12,andi771941
2024-11-10 12:52:57,sesudah,kecewa susah anggaran biaya negara efisiensi anggaran korupsi amanah mahal daya beli kecewa berat,negatif,0,1,eko1990
2024-11-10 13:04:27,sesudah,berani megah kabinet merah putih titipan partai doa bangga wakil menteri kursi kekuasaan sukses,positif,38,10,bayu243627
2024-11-10 13:13:27,sesudah,tolak khawatir protes utang negara asal bapak senang batas usia beban fiskal investasi bohong biaya negara mahal,negatif,16,6,gilangku
2024-11-10 13:16:06,sesudah,menyampaikan dijadwalkan rupiah agenda susunan acara keterangan prosesi resmi harga pangan pajak data berlangsung,netral,38,6,fitri19902181
2024-11-10 13:18:05,sesudah,susunan acara siaran langsung dilantik rangkaian berlangsung cawe cawe pemborosan laporan disiarkan anggaran,netral,28,9,tono_rl
2024-11-10 13:28:33,sesudah,lancar selamat pemborosan hormat beban fiskal berani harap,positif,70,17,sinta246823
2024-11-10 13:32:14,sesudah,dokumentasi dijadwalkan utang negara efisiensi anggaran siaran langsung,netral,8,1,wartaterkini
2024-11-10 13:34:08,sesudah,indonesia emas rakyat sejahtera makan bergizi gratis masa jabatan berani pendidikan gratis hilirisasi bagi bagi kursi apresiasi kerja nyata harap layanan kesehatan,positif,27,7,maya24
2024-11-10 13:40:16,sesudah,hilirisasi indonesia emas rakyat sejahtera patut ditiru kedaulatan energi keterangan optimis,positif,16,6,rizkyku2105
2024-11-10 13:51:20,sesudah,amanah damai harap tegas kesiapan sejarah baru mantap doa pasukan pengamanan geladi susah,positif,41,14,nandaxyz5305
2024-11-10 14:11:48,sesudah,megah gagah pemborosan percaya defisit penyematan tegas haru wibawa indonesia emas resmi dukung,positif,7,1,rizky246038
2024-11-10 14:20:30,sesudah,keterangan anggaran masa jabatan tercatat data cawe cawe rangkaian putusan demokrasi susunan acara menyampaikan,netral,36,10,rizky178
2024-11-10 14:20:42,sesudah,susah janji manis jokowi selamat pencitraan elit pesimis transisi omong kosong kecewa,negatif,82,29,nisa20247945
2024-11-10 14:20:45,sesudah,sindir kepala negara utang negara gagal investasi ragu buang buang uang pemborosan mahal asal bapak senang bohong anggaran,negatif,11,4,lukman3598
2024-11-10 14:22:15,sesudah,resmi siaran langsung hadir rangkaian defisit utang negara susunan acara menyampaikan agenda,netral,73,21,medianusantara
2024-11-10 14:28:59,sesudah,tegas masa jabatan defisit rupiah berani beban fiskal dukung semangat,positif,2,1,fitri_ind
2024-11-10 14:29:10,sesudah,ragu korupsi kecewa seratus hari realisasi program asal bapak senang gagal,negatif,5,1,gilang_id739
2024-11-10 14:40:01,sesudah,utang negara elit defisit tidak becus kecewa berat beban fiskal buang buang uang susah optimis korupsi,negatif,34,11,tari884372
2024-11-10 14:52:21,sesudah,daya beli harga pangan ragu basi muak,negatif,5,1,rizky9323
2024-11-10 15:09:59,sesudah,subsidi menyampaikan beban fiskal tolak kecewa berat protes defisit,negatif,5,2,nanda_ind
2024-11-10 15:12:15,sesudah,omong kosong pesimis defisit kedaulatan energi kecewa kritik susah ragu janji manis rakyat susah pajak,negatif,2,1,zahra
2024-11-10 15:17:02,sesudah,defisit elit harga pangan mahal omong kosong susah tolak basi asal bapak senang utang negara periode khawatir,negatif,91,31,galihku6503
2024-11-10 15:21:10,sesudah,rangkaian iring iringan siaran langsung pidato perdana masa jabatan beban fiskal,netral,3,1,hestixyz
2024-11-10 15:21:27,sesudah,dinasti politik nepotisme tidak becus oligarki gagal kritik ragu,negatif,6,1,lukman3381
2024-11-10 15:24:32,sesudah,dukung lancar beban fiskal salut pemborosan subsidi daya beli,positif,16,3,fitri778430
2024-11-10 15:24:57,sesudah,biaya negara tolak korupsi susah subsidi kecewa berat tidak becus,negatif,2,1,vinaxyz3094
2024-11-10 15:38:39,sesudah,korupsi omong kosong protes pesimis rakyat susah berani mahal tolak anggaran defisit tidak becus utang negara daya beli,negatif,7,2,citra19904154
2024-11-10 15:39:52,sesudah,defisit pencitraan pajak rupiah korupsi investasi basi tolak susunan acara kritik,negatif,175,63,fitri_rl
2024-11-10 15:51:04,sesudah,beban fiskal siaran langsung laporan hadir data rupiah keterangan,netral,112,23,beritaupdate
2024-11-10 15:53:14,sesudah,omong kosong putusan etika politik mahal nepotisme kecewa,negatif,29,5,nisa88
2024-11-10 16:00:25,sesudah,asal bapak senang kecewa berat boros mahal bohong pajak efisiensi anggaran tidak becus,negatif,35,11,nisaku5945
2024-11-10 16:07:17,sesudah,makan bergizi gratis susah sindir gagal korupsi ragu kritik beban fiskal kecewa berat asal bapak senang investasi,negatif,119,17,harianhariini
2024-11-10 16:09:36,sesudah,asal bapak senang investasi kecewa subsidi defisit elit anggaran,negatif,6,3,mayaku4563
2024-11-10 16:24:05,sesudah,susunan menteri beban fiskal protes harga pangan kecewa berat gagal subsidi pajak,negatif,14,4,fitrixyz4874
2024-11-10 16:30:28,sesudah,seratus hari gagal investasi daya beli buang buang uang pencitraan rakyat susah pesimis basi defisit,negatif,12,3,intan_id6968
2024-11-10 16:31:51,sesudah,rangkaian menyampaikan kemunduran demokrasi konferensi pers dijadwalkan koalisi tercatat dokumentasi nepotisme berlangsung,netral,57,7,pos24jam
2024-11-10 16:35:19,sesudah,khawatir bohong ragu boros rakyat susah buang buang uang rupiah gagal anggaran utang negara perwakilan tolak,negatif,105,16,ayu_ind4651
2024-11-10 16:37:07,sesudah,tidak becus bagi bagi kursi postur kabinet damai solid haru harap hormat kabinet gemuk legowo gagah,positif,105,26,okinesia7502
2024-11-10 16:42:16,sesudah,rakyat susah realisasi program swasembada pangan asal bapak senang layanan kesehatan makan bergizi gratis lancar buang buang uang susah mahal gagal,negatif,6,4,dimas24
2024-11-10 16:51:19,sesudah,mantap mahkamah konstitusi data sukses percaya megah salut optimis nepotisme demokrasi wibawa,positif,9,3,dewi_real600
2024-11-10 17:17:06,sesudah,data senayan menurut dokumentasi geladi menyampaikan rangkaian daya beli mpr berlangsung,netral,25,6,mediaupdate
2024-11-10 17:25:33,sesudah,reshuffle bagi bagi kursi mantap sejarah baru doa,positif,22,4,rizky178
2024-11-10 17:27:43,sesudah,disiarkan beban fiskal utang negara investasi susunan acara menyampaikan tamu negara dilantik,netral,378,41,infoterkini
2024-11-10 17:36:29,sesudah,gagal investasi tolak biaya negara bohong rakyat susah detik detik basi tidak becus kritik pesimis,negatif,31,5,vina_real272
2024-11-10 17:45:19,sesudah,apresiasi kerja nyata rakyat sejahtera program unggulan damai seratus hari layanan kesehatan haru berlangsung semangat dukung,positif,2,2,okinesia7502
2024-11-10 17:55:59,sesudah,kabinet merah putih reshuffle pencitraan susah kursi kekuasaan protes,negatif,34,11,bagas5624
2024-11-10 17:58:56,sesudah,salut optimis bangga mpr semangat gladi bersih percaya senayan doa rekayasa lalu lintas,positif,13,4,budiwati
2024-11-10 18:04:21,sesudah,rangkaian akhir jabatan menurut rupiah khawatir transisi dijadwalkan,netral,7,3,laras_ind
2024-11-10 18:16:25,sesudah,basi omong kosong investasi beban fiskal daya beli asal bapak senang rakyat susah sindir elit utang negara tolak korupsi,negatif,9,3,gilangku
2024-11-10 18:27:22,sesudah,undangan geladi laporan masa jabatan panitia agenda susunan acara apresiasi konferensi pers protokol,netral,224,60,posindo
2024-11-10 18:30:03,sesudah,damai percaya sejarah baru bagi bagi kursi reshuffle dukung efisiensi anggaran selamat optimis gagah wakil menteri,positif,19,3,redaksiterkini
2024-11-10 18:31:13,sesudah,kursi kekuasaan rakyat susah titipan partai resmi wakil menteri tolak kabinet merah putih susah boros ragu mahal,negatif,19,7,rizky_rl
2024-11-10 18:31:39,sesudah,korupsi ragu basi oligarki kecewa berat tolak tidak becus mahal janji manis kemunduran demokrasi,negatif,13,6,nanda20247213
2024-11-10 18:33:31,sesudah,protokol kenegaraan subsidi semangat biaya negara dukung kecewa solid optimis gagah legowo damai berani,positif,132,37,nandaputra
2024-11-10 18:51:15,sesudah,pajak omong kosong rakyat susah investasi mahal basi pencitraan,negatif,3,2,tariputra4565
2024-11-10 18:57:36,sesudah,korupsi buang buang uang mahal pencitraan hilirisasi seratus hari tidak becus,negatif,8,4,bagas_jkt
2024-11-10 18:59:23,sesudah,kritik protes muak korupsi mahkamah konstitusi mahal rakyat susah demokrasi boros,negatif,9,3,citra889350
2024-11-10 19:00:47,sesudah,susah biaya negara pesimis bohong khawatir tolak ragu investasi mahal resmi,negatif,2,1,bagas245219
2024-11-10 19:07:22,sesudah,kritik pendahulu kerja nyata bersatu wibawa estafet kepemimpinan,positif,2,0,andi
2024-11-10 19:09:34,sesudah,pencitraan biaya negara korupsi gagal pajak,negatif,7,3,hesti_rl
2024-11-10 19:19:29,sesudah,pemborosan laporan tercatat siaran langsung anggaran subsidi,netral,10,3,galihnesia
2024-11-10 19:20:07,sesudah,khawatir pesimis prosesi ragu istana merdeka tamu negara detik detik kecewa berat gagal kritik susah periode omong kosong,negatif,69,23,rizky886546
2024-11-10 19:34:48,sesudah,bohong investasi pesimis tolak subsidi periode boros anggaran buang buang uang janji manis khawatir,negatif,15,6,joko4620
2024-11-10 19:36:27,sesudah,sindir muak investasi menteri khawatir rakyat susah tidak becus defisit pajak kecewa pencitraan utang negara,negatif,7,2,budi_id
2024-11-10 19:40:19,sesudah,pesimis ragu rupiah kecewa harga pangan tidak becus rakyat susah omong kosong cawe cawe damai,negatif,55,10,oki_ind9539
2024-11-10 19:47:04,sesudah,efisiensi anggaran pajak keterangan korupsi agenda harga pangan berlangsung dokumentasi biaya negara tercatat,netral,3,1,ayu20249194
2024-11-10 19:47:49,sesudah,subsidi apresiasi daya beli indonesia emas megah solid patut ditiru,positif,38,11,dimas_real9273
2024-11-10 19:50:54,sesudah,anggaran gagal kecewa janji manis buang buang uang susah utang negara,negatif,13,6,wahyuwati7921
2024-11-10 19:52:48,sesudah,kedaulatan energi makan bergizi gratis susah elit protes khawatir janji manis ragu basi kecewa layanan kesehatan hilirisasi,negatif,10,1,ekoputra5275
2024-11-10 19:52:55,sesudah,bersatu doa tegas pemborosan biaya negara apresiasi patut ditiru solid rangkaian defisit legowo salut,positif,69,12,galih_id4912
2024-11-10 19:58:46,sesudah,percaya haru layanan kesehatan susunan acara mantap bersatu swasembada pangan,positif,1,0,kirana_ind
2024-11-10 20:01:16,sesudah,kerja nyata daya beli percaya dukung rekayasa lalu lintas harga pangan berani,positif,7,3,arif1473
2024-11-10 20:04:43,sesudah,menteri pesimis boros susunan menteri asal bapak senang detik detik amanah tolak,negatif,1,1,ekoxyz4603
2024-11-10 20:11:31,sesudah,ragu kritik rakyat susah susah kerja nyata harga pangan kecewa berat khawatir pajak rupiah,negatif,65,12,lukman_ind
2024-11-10 20:12:27,sesudah,tercatat dijadwalkan protokol rute data pesimis periode hadir,netral,6,2,raka244299
2024-11-10 20:13:59,sesudah,tegas gagah apresiasi siaran langsung berani warisan dukung sukses jokowi,positif,15,4,citra_ind1488
2024-11-10 20:21:30,sesudah,khawatir kecewa berat pemborosan kecewa investasi pesimis daya beli utang negara,negatif,34,8,citraputra
2024-11-10 20:21:41,sesudah,amanah mantap pajak berani percaya sukses efisiensi anggaran salut rupiah,positif,3,2,budi884513
2024-11-10 20:25:31,sesudah,mahal korupsi susah muak asal bapak senang subsidi harga pangan janji manis protes,negatif,7,1,dewi1990
2024-11-10 20:35:30,sesudah,elit buang buang uang kecewa berat harga pangan kritik investasi beban fiskal rupiah omong kosong,negatif,13,3,vina775366
2024-11-10 20:41:52,sesudah,undangan rute sejarah baru optimis pengamanan panitia berani semangat,positif,19,5,arif4240
2024-11-10 20:53:47,sesudah,efisiensi anggaran hadir rupiah dilantik konferensi pers data biaya negara beban fiskal korupsi keterangan,netral,10,2,hesti247365
2024-11-10 21:00:53,sesudah,batas usia putusan protes pesimis resmi basi buang buang uang kecewa rakyat susah khawatir dinasti politik kemunduran demokrasi,negatif,82,15,maya_id2517
2024-11-10 21:12:35,sesudah,gagal tidak becus protes efisiensi anggaran muak kecewa omong kosong susah subsidi dijadwalkan boros,negatif,11,3,bagas88
2024-11-10 21:12:50,sesudah,susunan acara resmi berlangsung rupiah agenda harga pangan tamu negara menyampaikan rangkaian disiarkan,netral,56,13,suarahariini
2024-11-10 21:14:21,sesudah,kemunduran demokrasi berlangsung susunan acara tercatat menurut demokrasi etika politik,netral,8,4,gilang77485
2024-11-10 21:17:58,sesudah,rupiah khawatir pencitraan elit kecewa efisiensi anggaran utang negara bilateral susah janji manis ragu daya beli,negatif,1,0,oki_id
2024-11-10 21:35:36,sesudah,efisiensi anggaran protes mahal buang buang uang subsidi,negatif,190,58,nisanesia
2024-11-10 22:01:09,sesudah,muak susah titipan partai mahal daya beli tolak harga pangan ragu khawatir omong kosong,negatif,8,4,kirana
2024-11-10 22:09:00,sesudah,korupsi buang buang uang pesimis biaya negara utang negara omong kosong gagal,negatif,54,21,indra_ind3953
2024-11-10 22:12:49,sesudah,masa jabatan harga pangan pajak jadwal acara agenda siaran langsung berlangsung biaya negara dokumentasi pemborosan data disiarkan,netral,8,2,rizky20241666
2024-11-10 22:21:18,sesudah,sindir kecewa janji manis subsidi protes ragu kritik pemborosan omong kosong anggaran,negatif,44,10,kirana2736
2024-11-10 22:22:52,sesudah,bersatu hilirisasi pendidikan gratis berani haru damai patut ditiru pendahulu kerja nyata mantap,positif,9,2,citra_jkt1075
2024-11-10 22:23:11,sesudah,bohong purna tugas tolak mahal sepuluh tahun protes pesimis akhir jabatan berlangsung jokowi,negatif,118,28,umar_id3912
